time,ax,ay,az,atotal
1.977,-2.39,-9.33,-3.07,10.11
1.997,-1.59,-11.83,-2.34,12.16
2.017,-0.88,-14.96,-0.63,14.99
2.037,-0.31,-16.31,1.85,16.41
2.057,0.01,-12.11,4.22,12.83
2.077,4.03,22.7,-5.24,23.64
2.097,-6.32,66.96,-4.01,67.38
2.117,0.8,18.8,11.97,22.31
2.137,0.79,36.06,-0.53,36.08
2.157,0.63,24.37,5.86,25.08
2.177,-0.48,11.13,4.11,11.87
2.197,0.44,1.4,1.24,1.92
2.217,0.02,-5.07,-1.7,5.35
2.237,-1.17,-9.52,-5.54,11.08
2.257,-2.06,-10.89,-8.27,13.83
2.276,-1.51,-12.21,-8.03,14.69
2.296,-0.58,-16.95,-2.54,17.14
2.316,1.38,-21.21,1.53,21.31
2.336,1.41,-20.7,0.05,20.75
2.356,1.21,-14.26,1.07,14.35
2.376,1.02,-9.28,0.39,9.34
2.396,0.84,-6.45,-0.09,6.5
2.416,0.44,-4.96,-1.6,5.23
2.436,0.19,-4.98,-3.31,5.98
2.456,-1.09,-5.48,-5.59,7.91
2.476,-3.39,-6.65,-6.31,9.78
2.496,-5.55,-8.28,-3.91,10.71
2.516,0.21,-13.14,0.67,13.16
2.536,1.47,-14.19,1.83,14.38
2.557,1.43,-8.83,2.55,9.3
2.576,1.36,9.26,0.3,9.36
2.597,1.12,50.43,1.66,50.47
2.616,-7.03,29.66,-0.4,30.48
2.636,-3.22,29.26,13.04,32.2
2.656,3.31,35.94,7.65,36.89
2.676,2.56,24.78,5.08,25.42
2.696,2.22,15.77,1.52,16.0
2.716,0.88,8.38,-1.21,8.51
2.736,-0.58,1.32,-2.54,2.92
2.756,-1.26,-4.78,-3.87,6.28
2.776,-2.06,-9.57,-6.11,11.54
2.796,-3.83,-11.17,-2.53,12.08
2.816,-1.33,-14.69,-3.35,15.12
2.836,-0.39,-19.74,-2.73,19.93
2.856,0.62,-21.3,-4.33,21.74
2.876,1.21,-15.79,-2.94,16.11
2.896,0.68,-10.74,-0.68,10.78
2.915,0.81,-6.35,0.49,6.42
2.935,0.76,-1.63,-0.9,2.01
2.955,-0.67,-0.43,-1.94,2.09
2.975,-2.05,-3.01,-2.91,4.66
2.995,-1.72,-6.7,-3.65,7.82
3.015,-0.87,-9.85,-3.37,10.44
3.035,-0.21,-13.5,-2.43,13.72
3.055,0.19,-16.21,-2.46,16.39
3.075,0.31,-15.57,-2.14,15.72
3.095,0.54,-13.18,1.03,13.23
3.115,1.58,-9.63,5.21,11.06
3.135,7.45,31.67,1.72,32.58
3.156,-11.33,64.89,-10.5,66.7
3.176,-2.06,28.23,13.0,31.15
3.195,5.05,33.08,3.85,33.68
3.215,0.93,22.89,4.19,23.29
3.235,0.78,8.32,2.3,8.67
3.255,-0.1,0.73,-0.01,0.73
3.275,-0.86,-5.53,-1.82,5.89
3.295,-1.79,-9.87,-4.61,11.04
3.315,-3.71,-13.62,-3.49,14.54
3.335,-2.03,-16.8,-4.69,17.56
3.355,-0.74,-19.31,-4.29,19.8
3.375,1.25,-20.67,-4.25,21.14
3.395,1.72,-16.95,-1.52,17.1
3.415,1.9,-11.52,0.75,11.7
3.435,3.69,-5.99,0.4,7.05
3.455,2.16,-1.3,-2.41,3.49
3.475,-0.43,-0.46,-1.32,1.47
3.495,-2.12,-3.52,-1.82,4.5
3.515,-2.5,-7.0,-3.57,8.25
3.535,-1.43,-9.04,-4.08,10.02
3.555,-0.13,-12.87,-1.5,12.96
3.575,-0.14,-16.88,-0.13,16.88
3.594,-0.2,-15.42,0.59,15.43
3.615,-0.34,-11.61,3.18,12.04
3.634,0.51,7.94,-2.92,8.47
3.655,0.39,70.3,-5.96,70.55
3.675,-2.41,27.03,12.83,30.02
3.694,4.51,40.21,6.49,40.98
3.715,6.67,27.34,6.71,28.93
3.735,1.28,12.1,0.86,12.2
3.754,0.75,2.85,0.74,3.04
3.774,0.32,-3.42,-1.32,3.68
3.794,-0.03,-8.43,-5.3,9.96
3.814,-2.55,-10.56,-9.14,14.19
3.834,-4.27,-12.82,-6.87,15.15
3.854,-3.29,-17.83,-4.79,18.75
3.874,-3.34,-21.71,-3.06,22.18
3.894,0.0,-20.74,-2.02,20.84
3.914,0.47,-14.28,0.4,14.29
3.934,0.25,-9.81,0.32,9.82
3.954,0.45,-7.01,-0.07,7.03
3.974,0.7,-3.88,-1.56,4.23
3.994,-0.09,-2.22,-0.79,2.36
4.011,-0.59,-2.51,-1.45,2.95
4.031,-1.9,-4.08,-3.38,5.63
4.051,-2.99,-6.3,-4.66,8.39
4.071,-3.28,-7.81,-4.46,9.58
4.091,-0.99,-11.69,-2.85,12.07
4.111,-0.1,-14.46,-1.52,14.54
4.131,0.73,-15.24,0.07,15.26
4.151,1.57,-12.2,3.45,12.78
4.171,3.98,5.85,5.7,9.08
4.191,2.71,69.52,-12.84,70.75
4.211,-3.28,29.63,9.85,31.39
4.231,2.36,34.84,6.43,35.51
4.251,4.27,28.08,7.6,29.4
4.271,0.56,15.23,0.39,15.24
4.291,-0.03,4.82,0.74,4.88
4.311,-0.78,-2.06,-1.46,2.64
4.331,-1.65,-7.39,-5.7,9.48
4.351,-2.87,-10.58,-7.37,13.21
4.371,-4.1,-13.75,-5.45,15.34
4.395,-1.24,-19.92,-3.99,20.35
4.414,0.85,-21.72,-4.8,22.26
4.435,0.68,-17.91,-3.09,18.18
4.454,0.57,-11.61,-0.63,11.64
4.474,1.1,-7.36,0.33,7.45
4.494,1.24,-3.02,-1.47,3.58
4.514,-0.08,-0.47,-3.22,3.25
4.534,-1.46,-1.9,-4.07,4.72
4.554,-1.93,-4.57,-4.6,6.77
4.574,-1.41,-7.05,-2.87,7.74
4.594,-0.65,-12.14,-1.28,12.22
4.614,-0.62,-16.84,-1.2,16.9
4.634,0.24,-15.79,-1.18,15.83
4.654,0.81,-12.26,1.55,12.38
4.674,1.84,-5.19,7.54,9.34
4.694,5.41,57.84,-3.26,58.18
4.714,-7.81,47.29,-3.22,48.04
4.734,2.04,31.99,13.79,34.89
4.754,9.39,32.19,6.87,34.22
4.774,1.41,18.31,0.16,18.37
4.794,1.14,7.0,-2.24,7.44
4.814,-0.24,-1.06,-2.13,2.39
4.834,-2.03,-7.45,-4.86,9.12
4.854,-3.71,-12.29,-3.8,13.39
4.874,-3.55,-13.99,-6.06,15.65
4.894,-3.28,-17.98,-4.31,18.78
4.914,-0.03,-21.29,-3.65,21.6
4.934,0.59,-18.95,-4.1,19.4
4.954,0.91,-12.94,-1.65,13.08
4.974,1.32,-8.41,0.13,8.51
4.993,1.3,-2.57,-1.67,3.33
5.014,-0.73,1.37,-1.92,2.47
5.034,-2.4,-1.04,-4.07,4.83
5.054,-2.25,-6.22,-4.01,7.74
5.073,-1.61,-9.83,-2.5,10.27
5.094,-0.16,-13.47,-1.42,13.55
5.114,0.72,-16.47,-2.14,16.63
5.133,0.46,-16.38,-2.56,16.58
5.153,0.04,-13.82,-1.35,13.89
5.173,-0.4,-11.24,1.75,11.38
5.193,0.28,2.18,5.68,6.1
5.213,5.25,69.83,-14.34,71.48
5.233,-3.46,32.37,13.75,35.33
5.254,3.55,37.47,5.52,38.04
5.274,4.28,32.15,6.14,33.01
5.293,0.29,15.49,1.82,15.6
5.313,0.38,5.19,-0.01,5.2
5.333,-0.8,-2.43,-0.96,2.73
5.353,-2.11,-7.66,-3.22,8.57
5.373,-3.54,-11.5,-4.04,12.7
5.393,-3.72,-14.76,-5.58,16.21
5.413,-3.06,-18.5,-3.95,19.16
5.433,0.14,-21.34,-4.72,21.86
5.453,1.91,-20.41,-4.14,20.91
5.473,1.38,-13.65,-0.96,13.75
5.493,2.07,-8.53,1.45,8.89
5.513,3.02,-1.95,-0.39,3.61
5.533,0.49,1.57,-1.11,1.98
5.553,-2.5,-1.08,-2.03,3.39
5.573,-3.94,-5.75,-3.13,7.64
5.593,-3.56,-8.42,-3.6,9.83
5.613,-2.07,-11.74,-1.95,12.08
5.633,-0.15,-15.95,-1.48,16.02
5.653,0.8,-17.36,-2.13,17.51
5.673,0.65,-14.17,-1.45,14.26
5.692,0.3,-11.15,1.61,11.27
5.713,2.0,0.6,4.04,4.55
5.733,4.84,68.76,-10.08,69.67
5.753,-7.37,36.08,8.64,37.83
5.773,4.81,36.99,5.06,37.64
5.793,5.9,27.51,7.08,29.02
5.813,0.08,14.48,-0.42,14.49
5.832,0.01,3.96,1.01,4.09
5.852,-0.57,-2.32,0.13,2.4
5.872,-0.94,-7.88,-3.88,8.84
5.892,-2.13,-10.85,-7.78,13.52
5.912,-4.31,-13.31,-5.63,15.09
5.932,-3.96,-18.07,-2.75,18.7
5.952,-1.98,-21.62,-3.63,22.01
5.972,0.48,-20.3,-2.61,20.47
5.992,0.41,-14.46,0.33,14.47
6.012,0.71,-10.08,0.62,10.13
6.032,1.6,-6.52,-0.09,6.71
6.052,0.41,-3.04,-2.44,3.92
6.072,-1.28,-2.24,-1.58,3.03
6.092,-3.0,-3.89,-2.9,5.71
6.112,-4.24,-6.49,-4.5,8.96
6.132,-3.89,-8.03,-4.71,10.09
6.152,-1.05,-11.24,-2.29,11.52
6.172,0.57,-15.6,0.88,15.64
6.192,0.68,-15.79,2.64,16.03
6.212,0.92,-11.92,4.78,12.88
6.232,4.82,13.32,-5.13,15.07
6.252,-4.53,69.81,-7.27,70.33
6.272,-1.16,21.27,7.52,22.59
6.292,4.26,36.04,0.14,36.29
6.312,3.8,24.88,7.6,26.29
6.332,0.62,11.05,0.28,11.07
6.352,-0.01,1.64,0.36,1.68
6.372,-0.51,-4.86,0.17,4.89
6.392,-1.03,-9.21,-3.59,9.94
6.411,-1.6,-10.71,-7.17,12.99
6.431,-2.12,-12.06,-7.02,14.11
6.452,-2.29,-15.34,-5.27,16.38
6.471,-1.73,-17.68,-4.55,18.34
6.491,-0.46,-18.5,-1.97,18.61
6.511,-0.46,-17.22,-0.13,17.23
6.531,-0.59,-12.64,-0.17,12.65
6.551,-0.88,-8.78,0.27,8.83
6.571,-1.54,-7.9,-0.85,8.1
6.591,-1.41,-8.0,-2.13,8.4
6.611,-1.17,-7.93,-3.17,8.62
6.631,-1.17,-6.86,-3.55,7.81
6.651,-1.62,-5.89,-4.12,7.37
6.671,-2.9,-6.44,-3.74,7.99
6.691,-3.08,-9.47,0.2,9.96
6.711,-1.1,-9.43,2.29,9.76
6.731,2.38,3.36,1.66,4.44
6.751,9.51,68.15,8.55,69.34
6.771,-1.53,31.65,12.59,34.1
6.791,3.48,29.45,-0.42,29.66
6.811,4.61,32.59,6.9,33.63
6.831,1.1,13.84,4.77,14.68
6.851,-0.53,3.61,0.69,3.71
6.871,-1.16,-2.62,-0.25,2.88
6.891,-0.97,-8.09,-3.84,9.01
6.911,-1.24,-9.87,-10.3,14.32
6.931,-0.81,-10.06,-12.29,15.9
6.951,-0.54,-15.55,-2.95,15.84
6.971,-1.39,-19.17,-8.63,21.07
6.991,-1.97,-18.58,-5.74,19.54
7.011,-1.04,-19.15,-0.27,19.18
7.03,-0.6,-13.25,-0.6,13.27
7.051,-0.72,-8.44,1.2,8.55
7.07,-1.6,-7.57,-1.0,7.8
7.09,-1.31,-7.89,-2.65,8.42
7.111,-1.25,-8.29,-4.05,9.31
7.13,-1.32,-8.1,-5.16,9.7
7.15,-1.47,-6.68,-4.29,8.08
7.17,-2.37,-6.26,-3.8,7.7
7.19,-1.3,-9.02,-1.95,9.32
7.21,-0.22,-11.19,1.64,11.32
7.23,1.3,-7.61,2.08,7.99
7.25,2.75,7.16,3.23,8.32
7.271,5.44,69.66,-1.31,69.88
7.29,0.65,31.7,6.89,32.44
7.31,2.31,26.66,-7.42,27.77
7.33,1.57,31.69,6.54,32.39
7.351,0.52,17.76,7.19,19.16
7.37,1.6,10.2,1.36,10.41
7.39,1.1,1.64,0.62,2.07
7.41,0.18,-5.64,-1.33,5.8
7.43,-0.29,-10.24,-5.44,11.6
7.45,0.16,-11.12,-7.98,13.69
7.47,0.93,-12.97,-6.67,14.62
7.49,-0.49,-16.96,-3.1,17.25
7.51,-1.58,-20.17,-2.87,20.43
7.53,-1.34,-19.54,-2.27,19.72
7.55,-1.22,-16.37,-1.44,16.48
7.57,-1.18,-10.39,0.95,10.5
7.59,-0.6,-6.73,0.99,6.83
7.61,-0.77,-4.79,-1.21,5.0
7.63,-1.14,-4.06,-3.15,5.26
7.65,-1.94,-4.15,-2.47,5.21
7.67,-2.53,-5.56,-2.78,6.71
7.689,-2.38,-6.88,-2.81,7.8
7.709,0.57,-12.47,-3.25,12.9
7.729,0.89,-15.5,-1.92,15.64
7.749,0.97,-13.64,2.39,13.89
7.769,2.82,-0.12,0.46,2.86
7.789,7.17,64.7,3.17,65.18
7.81,-3.85,34.82,5.14,35.4
7.83,-2.34,29.02,8.83,30.42
7.85,2.64,29.88,4.85,30.39
7.87,-0.67,15.83,3.54,16.23
7.889,1.21,7.61,1.49,7.85
7.909,0.64,0.51,-0.84,1.18
7.929,-0.14,-6.1,-3.37,6.97
7.949,-1.1,-11.03,-5.85,12.53
7.969,-1.33,-12.74,-5.97,14.13
7.989,-0.85,-14.83,-4.38,15.49
8.005,-1.02,-15.93,-4.54,16.6
8.025,-0.94,-18.86,-6.12,19.85
8.045,-1.68,-18.63,-5.98,19.64
8.065,-1.74,-15.88,-3.59,16.38
8.085,-1.47,-10.96,-0.86,11.1
8.105,-0.34,-6.58,-0.82,6.64
8.125,-0.62,-3.31,-2.77,4.36
8.145,-1.28,-2.6,-2.58,3.88
8.165,-1.76,-4.94,-3.3,6.2
8.185,-1.73,-6.6,-4.04,7.93
8.205,0.18,-7.35,-2.79,7.87
8.225,1.03,-12.62,-1.3,12.73
8.245,0.44,-16.24,2.48,16.44
8.265,-0.29,-14.64,8.62,16.99
8.285,6.06,3.96,5.42,9.04
8.305,-2.8,70.46,-8.8,71.06
8.325,-3.0,25.41,11.56,28.08
8.345,4.71,28.31,5.93,29.31
8.365,5.0,25.71,7.84,27.34
8.386,0.62,11.32,4.23,12.11
8.406,0.21,3.16,-0.03,3.17
8.426,-0.23,-3.25,-1.95,3.8
8.446,-0.49,-8.23,-6.13,10.28
8.466,-0.99,-9.96,-10.85,14.76
8.486,-1.69,-10.98,-12.59,16.79
8.506,-1.29,-16.68,-4.31,17.28
8.526,-1.77,-20.11,-5.62,20.96
8.546,-0.72,-22.62,0.45,22.64
8.566,-0.1,-17.15,0.08,17.15
8.586,-0.18,-11.28,1.72,11.41
8.606,-0.07,-7.65,-0.03,7.65
8.625,-0.59,-5.98,-1.89,6.3
8.646,0.2,-3.77,-4.23,5.67
8.665,-0.46,-3.21,-3.22,4.57
8.685,-2.14,-4.22,-3.91,6.14
8.705,-3.4,-6.54,-5.13,8.99
8.725,-3.59,-9.45,-3.26,10.62
8.745,0.17,-13.55,0.82,13.58
8.765,1.42,-15.38,4.62,16.12
8.785,1.0,-11.03,5.31,12.28
8.805,1.28,16.4,-2.58,16.65
8.826,-0.87,68.83,-2.44,68.88
8.846,-4.46,23.51,11.51,26.55
8.865,4.61,36.93,1.53,37.25
8.886,4.57,22.19,5.2,23.24
8.905,1.35,8.88,-0.08,8.98
8.925,0.48,0.18,-0.53,0.74
8.945,-0.12,-5.23,-2.58,5.84
8.965,-1.06,-9.54,-6.65,11.68
8.985,-3.1,-10.24,-10.25,14.82
9.005,-3.35,-11.85,-9.46,15.52
9.025,-3.22,-16.8,-5.59,18.0
9.045,-2.67,-19.91,-6.05,20.98
9.065,-0.9,-21.63,0.16,21.65
9.085,0.12,-15.93,-0.63,15.94
9.105,-0.37,-10.54,0.07,10.55
9.125,-0.84,-7.66,-1.6,7.87
9.145,-1.72,-6.84,-2.41,7.45
9.165,-1.0,-5.49,-3.69,6.69
9.185,-1.06,-4.12,-3.77,5.69
9.205,-1.98,-3.92,-4.12,6.02
9.224,-3.1,-5.25,-4.58,7.63
9.244,-4.4,-7.59,-4.14,9.7
9.265,-1.48,-12.69,-2.51,13.02
9.285,1.07,-14.71,1.7,14.85
9.304,1.53,-13.25,2.34,13.54
9.325,2.5,0.76,2.24,3.44
9.345,5.98,63.03,-3.44,63.41
9.365,-4.0,43.09,5.36,43.61
9.385,3.78,25.75,0.7,26.04
9.405,3.79,31.13,6.54,32.03
9.424,2.57,21.38,6.99,22.64
9.444,2.44,9.78,-0.79,10.11
9.464,0.7,2.24,-1.8,2.96
9.484,-0.52,-3.57,-2.32,4.29
9.504,-1.09,-8.3,-6.19,10.42
9.524,-1.41,-9.95,-9.62,13.91
9.544,-3.51,-11.58,-4.02,12.75
9.564,-4.47,-16.6,-1.81,17.28
9.584,-3.03,-18.86,-2.77,19.31
9.604,-0.92,-18.85,-2.36,19.02
9.624,-0.45,-15.82,-1.6,15.91
9.644,-0.25,-11.11,-1.01,11.16
9.664,0.11,-8.02,-1.16,8.11
9.684,-0.09,-5.18,-1.84,5.49
9.704,-0.85,-3.72,-3.48,5.17
9.724,-1.81,-3.7,-2.81,4.99
9.744,-2.35,-5.33,-3.11,6.61
9.764,-2.76,-6.95,-3.26,8.16
9.784,-0.16,-9.94,-0.84,9.98
9.804,1.44,-14.37,0.83,14.47
9.824,1.24,-15.24,2.07,15.43
9.844,1.9,-9.29,6.28,11.37
9.864,5.36,47.0,0.96,47.31
9.884,-5.74,55.18,0.28,55.47
9.904,1.13,22.87,6.84,23.9
9.924,6.15,32.58,5.57,33.62
9.944,1.91,20.76,6.24,21.76
9.963,0.59,8.91,1.19,9.01
9.983,0.2,1.02,0.96,1.41
10.004,-0.99,-5.14,-1.77,5.52
10.023,-1.7,-9.62,-7.83,12.52
10.043,-2.37,-10.69,-11.92,16.19
10.063,-3.17,-13.11,-8.03,15.7
10.083,-3.02,-18.45,-4.03,19.12
10.103,-2.3,-19.91,-6.18,20.97
10.123,-0.3,-21.77,1.16,21.8
10.143,1.44,-15.75,0.56,15.83
10.163,0.82,-10.15,0.5,10.19
10.183,-0.56,-7.8,-1.54,7.97
10.203,-1.3,-7.05,-1.86,7.4
10.223,-0.44,-5.36,-3.63,6.49
10.243,-0.82,-3.86,-3.12,5.03
10.263,-2.12,-3.79,-3.09,5.33
10.283,-4.22,-5.61,-3.23,7.72
10.303,-4.48,-10.41,-2.22,11.55
10.323,-0.67,-13.88,0.55,13.91
10.343,0.81,-13.77,5.03,14.68
10.363,1.76,-0.59,-0.05,1.86
10.383,4.33,67.39,-4.9,67.71
10.403,-0.68,35.96,7.15,36.68
10.423,2.17,29.71,-2.41,29.88
10.443,3.67,28.3,6.85,29.35
10.463,1.17,14.77,5.42,15.78
10.483,0.79,4.4,0.05,4.47
10.503,0.06,-2.45,0.37,2.48
10.523,-0.62,-7.28,-1.55,7.47
10.543,-1.22,-10.04,-6.58,12.07
10.563,-1.58,-10.42,-8.53,13.56
10.583,-1.53,-12.62,-5.81,13.98
10.602,-2.17,-16.86,-4.72,17.64
10.622,-3.3,-18.55,-4.65,19.41
10.642,-2.22,-20.33,-0.4,20.46
10.662,-0.23,-16.75,0.67,16.76
10.682,-0.67,-10.95,0.64,10.99
10.702,-1.5,-8.02,-0.92,8.21
10.722,-2.05,-7.77,-1.87,8.26
10.742,-2.0,-8.14,-3.05,8.92
10.762,-1.89,-7.9,-4.11,9.1
10.782,-1.76,-6.37,-5.11,8.35
10.802,-2.44,-4.66,-1.88,5.59
10.822,-3.4,-6.85,3.45,8.39
10.842,-0.41,-8.39,3.46,9.09
10.862,2.74,9.56,-2.22,10.19
10.882,3.48,68.85,2.31,68.98
10.902,1.01,27.32,0.15,27.34
10.923,3.24,31.81,-1.85,32.03
10.943,7.12,30.16,7.14,31.8
10.962,1.71,17.23,4.58,17.91
10.982,-0.21,5.98,-0.89,6.05
11.002,-1.14,-1.4,-1.05,2.09
11.022,-1.49,-5.93,-2.18,6.49
11.042,-1.91,-8.92,-6.26,11.07
11.062,-2.45,-9.68,-6.53,11.93
11.082,-3.05,-11.67,-5.34,13.19
11.102,-3.26,-15.12,-4.65,16.16
11.122,-2.96,-16.87,-3.63,17.51
11.142,-1.72,-20.07,0.94,20.17
11.162,-0.13,-17.59,-0.05,17.59
11.182,-0.89,-12.3,-0.57,12.34
11.202,-1.33,-8.67,-1.76,8.94
11.222,-2.3,-7.76,-2.33,8.42
11.242,-2.05,-7.65,-2.17,8.21
11.261,-1.67,-6.95,-3.4,7.91
11.281,-1.86,-5.77,-4.05,7.29
11.301,-2.16,-5.03,-2.54,6.03
11.321,-2.07,-6.26,-0.84,6.65
11.341,-1.04,-9.96,0.37,10.02
11.361,-0.02,-8.76,1.6,8.9
11.381,1.97,2.03,4.05,4.94
11.401,8.09,57.06,1.25,57.64
11.422,-5.42,35.94,0.16,36.35
11.442,-1.07,24.88,0.84,24.92
11.462,6.6,30.4,5.04,31.51
11.481,3.78,20.97,6.9,22.4
11.501,2.86,11.45,2.61,12.08
11.521,1.56,4.12,-1.04,4.53
11.541,-0.05,-2.37,-0.52,2.42
11.561,-0.92,-6.32,-3.19,7.14
11.581,-2.23,-8.89,-7.84,12.06
11.601,-2.19,-9.32,-9.12,13.22
11.621,-3.48,-11.1,-4.18,12.36
11.641,-4.06,-15.06,-2.36,15.78
11.661,-4.03,-17.01,-3.91,17.91
11.681,-2.29,-18.32,-2.32,18.61
11.701,-0.38,-17.47,-2.35,17.63
11.721,0.12,-12.9,-1.4,12.97
11.741,-1.33,-8.92,-1.55,9.15
11.761,-2.28,-7.25,-2.31,7.94
11.781,-1.85,-6.71,-2.95,7.56
11.801,-1.46,-6.17,-3.23,7.11
11.821,-1.35,-4.95,-0.88,5.2
11.841,-1.38,-4.69,0.66,4.93
11.861,-1.32,-8.85,1.6,9.09
11.881,-0.35,-10.33,7.59,12.82
11.901,8.49,11.04,9.36,16.78
11.921,5.29,70.1,-5.72,70.53
11.941,-5.98,25.85,1.54,26.58
